Transmit Power,Stations Receiving,Frequency,Spreading Factor,Bandwidth,Coding Rate,Satellite,Station List
158,100,401.7,11,125,8,FossaSat-2E12,F5VMH-SatFeld_70-DG2SAX-Mikrowelle_TinyGS-DJ6OI_430MHZ-GS_Immenreuth-DC3YC_TinyGS-DM8MH-OK1CT-Opendata4all-H3s_shitty_GS-DC3YC_433_2-Mikrowelle_2-DL2TW-DC1NSK-HB9BB-mmad-m1evn_tgs-TGS_Egmond-DL2IE-DB7FS_3-TGS_F4ECA-DE_72116_433-IZ1DSJ-ArnouvilleF78790-IK4JPO-DK0ANT-PD5WB-F8CND_TBeam_430M_1-FanThomasWinti-OctoateTinyGS-Not_Goonhilly-OE6EUR13-DJ2AG_433_GS1-ON5BI-IU3POA_2-Rockenhausen_DK5WT-WISeKey-DL5BK-IW3HBX_1-OK1FWG-IW2CLJ_Custom_433MHz-OE7SPI-OE8AIR-DL2GKH_TinyGS-PI6SHB-F1TKE-HA7BN_Vac-HG1DFL-DC3YC_433_1_Lindi-IK1ICF-DJ2DS-DE5RBVgs-DF1XC_TinyGS-nl13974-DJ3IV_GS-SP6KZ-DH0RN_de_jena-SM5RBJ_400MHZ-DG4SN-F4BBI-F6OBT-Black_GS1-SA6TAO-PD0PHA_uhf-EA5CYA-F21467-DH6SC_11-HA1GBR-LX2MT_1-DM7RM-DL8HBC_1-JuanTest-Pooh_433-DO6DAD-DO6TA_GS_HT-SP2JP_12-IW2CLJ_TTGO_430MHz-LX2MT-AtiStation-GS2_DL4INA-13TH769_433-PD7HW_01-HA1ADM-DE5RBVgs_4-tbeam433-JD6RO-ON7NR-OH6MQM-Agios_Nikon-ES8TJM_GS-HB9HVG_GS-S56G-Barrili2-DK2DB_2-Burguillos_GS2-ON1RC_SAT-DO6GZ_GroundStation_433-SM5YZB_dev-IW3IPS-
158,82,401.7,11,125,8,FossaSat-2E12,DL8SEL-Mikrowelle_TinyGS-MET0W1-PD5WB-Brysac_GS01-OK1CT-DD4RD-GS_Immenreuth-BURG-DK2DB_2-DreamCatcher401-makemake-SA6NTM-DC3YC_TinyGS-DM8MH-DH6SC_11-DG2SAX-the_hara-IW3HBX_1-DL2TW-Black_GS1-HB9BB-DreamCatcher433-SM5RBJ_4-LX2MT_1-Jimmys_GS2-IW2CLJ_Custom_433MHz-DO6TA_GS_HT-IW3IPS-DG1EAD-AtiStation-HB9HEY-DL8HBC_1-Rockenhausen_DK5WT-OctoateTinyGS-F8CND_TBeam_430M_1-CGNBA1-TGS_Egmond-DL8ZLG-DG1GMY-OE6ISP_3-13TH769_433-mmad-IW2CLJ_TTGO_430MHz-MVL01-SP2JP_12-F4BBI-mac2_GS2-DF1XC_TinyGS-SM5YZB_dev-HOTTI_GS-DL1VED_TINYGS-Opendata4all-tbeam433-SM5RBJ_400MHZ-HB9HVG_GS-YL3CT_Imants-DM7RM-PI6SHB-DL5BK-GS2_DL4INA-DE_72116_433-DB7FS_3-Ebski_TinyGS-R2SCN_GS-DJ6OI_430MHZ-FTG443-SP7THR-WISeKey-DG4SN-DE5RBVgs_4-IU3POA_2-PD7HW_01-HatellGS-HA1ADM-DJ2DS-ES8TJM_GS-F62766-SM5RBJ_7-JD6RO-OH6MQM-DF5TTx-
158,18,401.7,11,125,8,FossaSat-2E12,TA2BJN-DO6GZ_GroundStation_433-HA1ADM-HA1GBR-DJ6OI_430MHZ-HG1DFL-DK2DB_2-TA2SKY-SPORADIC_RA3WRK-AVelkov_GS-TA2DOZ_MURAT-TA2APL-R2SCN_GS-LZ_TX_SAT_REC-SP7THR-TeacDance_GS-AtiStation-TA2VG-
158,5,401.7,11,125,8,FossaSat-2E12,SPORADIC_RC3W-SPORADIC_RA3WRK-R2SCN_GS-RA3TOX_ttgo-UT4UEI-
158,8,401.7,11,125,8,FossaSat-2E12,OH8HUB_1-DO6GZ_GroundStation_433-SM0SML_433_II-HatellGS-SM5RBJ_4-ES8TJM_GS-YL3CT_Imants-SP3MCY-
158,20,401.7,11,125,8,FossaSat-2E12,DJ2DS-DreamCatcher401-DJ6OI_430MHZ-DreamCatcher433-TinyGS_OE3RQF_433MHz-DF5TT-Ebski_TinyGS-IV3IHD_E32-Jimmys_GS2-DJ2AG_433_GS1-GS2_DL4INA-NSO_Kloda-SP7THR-SPORADIC_RA3WRK-F8CND_TBeam_430M_1-AtiStation-R2SCN_GS-RA3TOX_ttgo-SPORADIC_RC3W-EW7SA-
158,7,401.7,11,125,8,FossaSat-2E12,TGS_KJ6ZGI-W6LHI_433Mhz_2-Pacifica_KN6UJV_02-SSF_KN6UBQ_04-SSF_TinyGS_02-NJ6E_70cm-SSF_KN6UBQ_03-
158,2,401.7,11,125,8,FossaSat-2E12,TingGS_dsplice1-VE6MHM-
158,22,401.7,11,125,8,FossaSat-2E12,TinyGSGuy_433-GGMkeTinyGS2-JAB_433-GGMkeTinyGS-N4VSD-KC0EFC_433MHz_02-USAL_433-ve3gtc_TinyGS-N2ACQ_1-Sierra18-RHOD1_TinyGS433-W6IR-W9TTY-WA4EFH-Sapper-TinyGS_WQ5O-WB5SVE_433-W9RDA-Wheezs-LL_433-KB4YTM-WD9HGO_433-
158,15,401.7,11,125,8,FossaSat-2E12,N1GMJ-LowellMa-ve3gtc_TinyGS-VA2ZAC-WesternLoudounGS-KG4EUF_433_T_1-N2ACQ_1-KC3JUG-MejakTinyGS433-KA8YES-W9ETC_GS1-NU3E_433_2-AT90TinyGS0-KF1D_433_1-NoMoney_TinyGS-
158,1,401.7,11,125,8,FossaSat-2E12,OX3HI_1-
158,2,401.7,11,125,8,FossaSat-2E12,OzQube_TinyGS_433-VK6BI_BH_433_TinyGS-
158,6,401.7,11,125,8,FossaSat-2E12,LVS_433-PU3XGS-LW2DTZ-Ros-LU3GHF_436-LU9EHU_GS-
158,16,401.7,11,125,8,FossaSat-2E12,TinyGS_DECLECTIX_002-greenmtn-W9TTY2-N3TWI_433-NWO_GS1-KA9WAP-Wheezs-KA8YES-ve3gtc_TinyGS-WD9HGO_433-TinyGS_WQ5O-Ghost402_433-LL_433-KG4EUF_433_T_1-WJ8P_GP-K0VVV_731-
158,22,401.7,11,125,8,FossaSat-2E12,KG4EUF_433_T_1-TinyGSGuy_433-ve3gtc_TinyGS-N2ACQ_1-W9TTY2-WA4EFH-RHOD1_TinyGS433-W9RDA-W6IR-WD9HGO_433-N8RJH_GS-Wheezs-KF1D_433_1-KA8YES-TinyGS_WQ5O-Ghost402_433-TinyGS_DECLECTIX_002-KB4YTM-USAL_433-K0IDT_433-WJ8P_GP-W9ETC_GS1-
158,24,401.7,11,125,8,FossaSat-2E12,N2ACQ_1-w2grk-N1GMJ-N3TWI_433-TinyGSGuy_433-KA8YES-KI2D-VA2EC-TinyGS_DECLECTIX_002-Wigm2022-ve3gtc_TinyGS-T_CYHM16-LL_433-W9ETC_GS1-KG4EUF_433_T_1-NWO_GS1-k5qxj_1-KB4YTM-WesternLoudounGS-KF1D_433_1-K0VVV_731-greenmtn-AT90TinyGS0-CWVTinyGS2-
158,13,401.7,11,125,8,FossaSat-2E12,TinyGS_DECLECTIX_002-KG4EUF_433_T_1-VA2ZAC-WesternLoudounGS-ve3gtc_TinyGS-NWO_GS1-k5qxj_1-KA8YES-AT90TinyGS0-WA4EFH-N2ACQ_1-KF1D_433_1-xaymacan_tinygs_433-
158,3,401.7,11,125,8,FossaSat-2E12,PP5AMP-PP5FMM-IndoorTech_Station-
158,4,401.7,11,125,8,FossaSat-2E12,JL_ESL_01-MacChat433-Yarrabee-TwinHillFarm433-
158,5,401.7,11,125,8,FossaSat-2E12,JL_ESL_01-TwinHillFarm433-VK3FRV-VK1BF-OzQube_TinyGS_433-
158,1,401.7,11,125,8,FossaSat-2E12,OX3HI_1-
158,8,401.7,11,125,8,FossaSat-2E12,JL_ESL_01-TwinHillFarm433-GosfordHill_1-Wombat-VK3FRV-VK1BF-Yarrabee-AlbertJenks-
158,4,401.7,11,125,8,FossaSat-2E12,MacChat433-AlbertJenks-JL_ESL_01-VK7UTE-
158,33,401.7,11,125,8,FossaSat-2E12,DJ2DS-PI6SHB-DJ6OI_430MHZ-G1VPP_433MHz-PLIW-G6LDL_433-TinyTest678-G0TFDGS-G0PYB-GS_Immenreuth-G8SVU_TINYGS-G5BBL_LoRa-Letterfrack_Weather-m1evn_tgs-ON5CMB_433-GM8LKL_433b-M0NRD-GM8ARVEdinburgh-Hemingford_01-Not_Goonhilly-Avaeya_Villa-ZeuthenTinyGS-Paulbel-GM7GAX-GM4EAU_433_b-DK2DB_2-emfcamp_curiouselectric-EI5IPB_TGS1-SM5YZB_dev-GM1MSS-MW6EEI_TBEAM-DO6GZ_GroundStation_433-wrkpTinyGS-
158,36,401.7,11,125,8,FossaSat-2E12,Tomar-GSSW-G5BBL_LoRa-PD7HW_01-M0WVE_433b_moxon-TinyTest678-M0WVE_433a_dipole-f0dvi-Not_Goonhilly-PLIW-Wilton433b-M0GLU_433_ant_test-HB9CRE_2-WISeKey-DG1GMY-G0TFDGS-M0NRD-G8SVU_TINYGS-the_hara-DK0ANT-EA1JK-EB2AOW_BIO-EA4BMO_GS1-EA5CYA-DJ2DS-GroundStation_RIOJA-Avaeya_Villa-DE_72116_433-IV3IHD_E32-Apollo13-F4GMT_TinyGS-Barrili2-G4lile0_Moxon-G8JFX-3StepLex-TinyICT2U_Riano-
158,8,401.7,11,125,8,FossaSat-2E12,iHugoF_GS03-G5BBL_LoRa-EA5IHI-PTNFCO-GroundStation_RIOJA-JuanTest-TinyGS_Tuga-Burguillos_GS1-
158,4,401.7,11,125,8,FossaSat-2E12,iHugoF_GS03-EA4AXH-JuanTest-SDR4FUN_TGS-
158,53,401.7,11,125,8,FossaSat-2E12,DG1GMY-DG1EAD-PD7HW_01-DJ6OI_430MHZ-M0WVE_433a_dipole-GSSW-G1VPP_433MHz-G0PYB-PLIW-G0TFDGS-Avaeya_Villa-m1evn_tgs-ON5CMB_433-DL8HBC_1-JD6RO-M0VWT-G8SVU_TINYGS-m0wuk2-G5BBL_LoRa-Wilton433b-Not_Goonhilly-M0WVE_433b_moxon-TGS_Egmond-DK0ANT-Letterfrack_Weather-DL2TW-EI5IN-GM4EAU_433_b-G8HAM_1-GM4IUS_433-ON7NR-IV3IHD_E32-wrkpTinyGS-DO6GZ_GroundStation_433-Rockenhausen_DK5WT-DJ2DS-DO5MO-G0LGS_1-ON7XX-HB9CRE_2-GM8lkl_433d-M7IBW-TQM_433-DE_72116_433-AtiStation-2E0TXE-SM5YZB_dev-DSM-Hemingford_01-GS_EB2FIZ-F62766-G8JFX-G8TNU-
158,64,401.7,11,125,8,FossaSat-2E12,GM4EAU_433_b-M0WVE_433a_dipole-PD7HW_01-MET0W1-G1VPP_433MHz-DC3YC_TinyGS-PLIW-DH6SC_11-GOE_DE_TinyGS_v0_1_ALPHA-G6LDL_433-BSL_TinyGS-TGS_F4ECA-PI6SHB-G0TFDGS-GSD433_470-DK2DB_2-G3YJZ-MTGS220-DO6GZ_GroundStation_433-G8SVU_TINYGS-JD6RO-GrangeTinyGS-IW2CLJ_TTGO_430MHz-TGS_Egmond-EI5IN-M0DGZ_Shams-ON5CMB_433-OctoateTinyGS-M0GLU_433_ant_test-G0FEA-G5BBL_LoRa-emfcamp_curiouselectric-DG1EAD-mmad-DJ6OI_430MHZ-ON7XX-MW6EEI_TBEAM-G4RHZ_3-Paulbel-Kalvin_Leon-F8CND_TBeam_430M_1-DO5MO-GI6IRL-Not_Goonhilly-MTGS228-IZ1HMT-ON7NR-WISeKey-DJ2DS-DF1XC_TinyGS-TinyGsKidderminster-DL2TW-EI5IPB_TGS1-Black_GS1-G8FTX_E22_400_Solar-CS7AXO-Hemingford_01-DG4SN-ON1RC_SAT-G0IKV_433Mhz-m1evn_tgs-SM5YZB_dev-AtiStation-SlugGS-
158,32,401.7,11,125,8,FossaSat-2E12,m1evn_tgs-M0WVE_433a_dipole-DL1VED_TINYGS-G0TFDGS-G8SVU_TINYGS-M0VWT-DL2TW-EdinburghSystems_433_2-m0wuk2-ON5CMB_433-TGS_F4ECA-G8HAM_1-DJ6OI_430MHZ-GM4IUS_433-GM4EAU_433_b-M0NRD-DO5MO-GM8lkl_433f-G6LDL_433-MW6EEI_TBEAM-wrkpTinyGS-Hemingford_01-MANC2-GM7GAX-PI6SHB-AtiStation-OH8HUB_1-SM5YZB_dev-F8CND_TBeam_430M_1-ON1RC_SAT-DJ2DS-DG4SN-
158,20,401.7,11,125,8,FossaSat-2E12,m1evn_tgs-G1VPP_433MHz-G0TFDGS-PI6SHB-wrkpTinyGS-G8HAM_1-F5VMH-DD8PL-ON5CMB_433-DJ6OI_430MHZ-G4RHZ_3-G6LDL_433-G8SVU_TINYGS-DJ2DS-AmstSpaar-GM4EAU_433_b-SM5RBJ_4-Not_Goonhilly-OK1FWG-PLIW-
158,2,401.7,11,125,8,FossaSat-2E12,DJ2DS-ES8TJM_GS-
158,1,401.7,11,125,8,FossaSat-2E12,ALKBBS4-
158,1,401.7,11,125,8,FossaSat-2E12,ALKBBS4-
158,1,401.7,11,125,8,FossaSat-2E12,ALKBBS4-
158,3,401.7,11,125,8,FossaSat-2E12,SansonFreeWiFi-TransRights_GS-ZL2MST-
158,2,401.7,11,125,8,FossaSat-2E12,ZL2MST-TransRights_GS-
158,23,401.7,11,125,8,FossaSat-2E12,DJ2DS-FanThomasWinti-GS_Immenreuth-DL2SHK_Nesselwang_02-Rockenhausen_DK5WT-HA7BN_Vac-F8CND_TBeam_430M_1-IU3POA_2-HA7EO-S56G-mac2_GS2-OE6EUR13-F4BBI-IW3IPS-Burguillos_GS1-IV3IHD_E32-AtiStation-tbeam433-IW2LSI_LILYGO433-DK2DB_2-IW2LSI_TTG0433e-Opendata4all-Barrili2-
158,57,401.7,11,125,8,FossaSat-2E12,DL1VED_TINYGS-FanThomasWinti-DB7FS_3-DC1NSK-IU6HMO-PD0PHA_uhf-DL2SHK_Nesselwang_02-IW2CLJ_Custom_433MHz-Opendata4all-WaldperlachFabi-IU3POA_2-F1TKE-IK8SUT-DO6TA_GS_HT-TMN_GI-GRF_Unna-PLIW-IK1WHN-HA7BN_Vac-DM7RM-OE7MFI-DL2IE-IW3IPS-Paulbel-IZ1HMT-F4BBI-Iapetos433-HB9TPR_GS_Sat_1-WISeKey-EA4AXH-NSO_Kloda-DG4SN-AtiStation-DK2DB_2-HA3GB-DO5MO-TA2SKY-MANC2-ES8TJM_GS-GS_Immenreuth-SP7THR-SDR4FUN_TGS-IV3IHD_E32-HA1GBR-SP3MCY-HB9HEY-Agios_Nikon-JulseyGS-SM5YZB_dev-IW2LSI_LILYGO433-DJ6OI_430MHZ-DL2TW-DJ2DS-IW2LSI_TTG0433e-DE_72116_433-IW2LSI_TTG0433c-Barrili2-
158,129,401.7,11,125,8,FossaSat-2E12,Mikrowelle_TinyGS-OK1FWG-wijo_tinyGS-ALX02-OK1CT-DD8PL-RadioKootwijk-M0WVE_433a_dipole-BSL_TinyGS-DC3YC_433_2-GS_Immenreuth-GSSW-DL2GKH_TinyGS-DK0ANT-Rockenhausen_DK5WT-GS2_DL4INA-PD5WB-m1evn_tgs-G0PYB-Mikrowelle_2-DO6TA_GS_HT-DL2TW-nl13974-SatFeld_70-MANC2-m0wuk2-HB9BB-TGS_Egmond-DB7FS_3-TGS_F4ECA-G0FEA-I2WEM_2-FanThomasWinti-GOE_DE_TinyGS_v0_1_ALPHA-DK2DB_2-F6OBT-SlugGS-Skydog_1-Pegasus-G8SVU_TINYGS-OctoateTinyGS-DF5TT-IW3HBX_1-DJ2AG_433_GS1-Vyizis-IK1WHN-OE6EUR13-OE8AIR-HA3GB-IU3POA_2-Paulbel-LX2MT-DF1XC_TinyGS-DE5RBVgs_4-Hemingford_01-DL2LUX-G3YJZ-DG1GMY-Ebski_TinyGS-tbeam433-DF5TTx-HA1ADM-Not_Goonhilly-ON7NR-HA7BN_Vac-HB9HEY-M0NRD-DM7RM-IK4JPO-wrkpTinyGS-IZ7BOJ-Brysac_GS01-DL1VED_TINYGS-PD7HW_01-SP2JP_12-SP6KZ-IV3IHD_E32-Kalvin_Leon-M0GLU_433_ant_test-ON5BI-EA4AXH-GM7GAX-SPORADIC_RA3WRK-F4BBI-Burguillos_GS2-F4AJE-DO5MO-WISeKey-GM4EAU_433_b-DJ6OI_430MHZ-SP7THR-EI5IN-mmad-Kensworth-IW2CLJ_Custom_433MHz-OE6ISP_3-DC3YC_TinyGS-H3s_shitty_GS-DG2SAX-HB9CRE_2-TinyGS_WGC-IW2CLJ_TTGO_430MHz-SP3MCY-PD0PHA_uhf-PLIW-ON7XX-ON1RC_SAT-GS_EB2FIZ-DL8HBC_1-IZ1KJV_2-HA1GBR-F8CND_TBeam_430M_1-DJ2DS-DE_72116_433-ES8TJM_GS-G7RIK_433-JD6RO-DG1EAD-13TH769_433-EB2FIZ-Opendata4all-DG4SN-mac2_GS2-IW2LSI_LILYGO433-DL2IE-BoberRogol-IW2LSI_TTG0433c-DO6GZ_GroundStation_433-Avaeya_Villa-
158,69,401.7,11,125,8,FossaSat-2E12,DJ6OI_430MHZ-DM8MH-SatFeld_70-PD7HW_01-GSSW-Brysac_GS01-FanThomasWinti-Brysac_GS02-IW2CLJ_TTGO_430MHz-DO6GZ_GroundStation_433-ZeuthenTinyGS-WaldperlachFabi-BURG-DreamCatcher401-LX2MT_1-DL8HBC_1-HB9CRE_2-DO6TA_GS_HT-DL2LUX-HB9BB-Jimmys_GS2-DE_72116_433-DK0ANT-HG1DFL-DJ2AG_433_GS1-Fein1-DG2SAX-HOTTI_GS-DF1XC_TinyGS-tbeam433-HatellGS-DO6DAD-PE2BZnr1-HA7BN_Vac-Opendata4all-TGS_Egmond-DreamCatcher401b-I2WEM_2-ES8TJM_GS-AtiStation-DK2DB_2-GS1_DL4INA-TinyGS_OE3RQF_433MHz-G8JFX-GM4EAU_433_b-OE6ISP_3-HA1ADM-HB9HEY-HA1GBR-GS_Immenreuth-OK1FWG-SP2JP_12-mmad-Ebski_TinyGS-TGS_F4ECA-DJ2DS-SNFinspired2023-SP3MCY-mac2_GS2-nl13974-DD4RD-F8CND_TBeam_430M_1-YL3CT_Imants-SM5RBJ_400MHZ-SM5YZB_dev-IV3IHD_E32-DF5TTx-DF5TT-DL2IE-
158,93,401.7,11,125,8,FossaSat-2E12,SM5RBJ_4-Opendata4all-Mikrowelle_TinyGS-DG1EAD-DD4RD-MET0W1-GSSW-DL2SHK_Nesselwang_02-MVL01-Vyizis-DreamCatcher401b-R2FAL_GS-TinyTest678-G8SVU_TINYGS-IW2CLJ_TTGO_430MHz-DreamCatcher433-TGS_Egmond-Rockenhausen_DK5WT-DL8HBC_1-DL2TW-DO5MO-DB7FS_3-DK2DB_2-DG5NET_Groundstation-G0TFDGS-PD5WB-DL8SEL-OK1FWG-MANC2-DO6GZ_GroundStation_433-H3s_shitty_GS-IW3HBX_1-DD8PL-G0FEA-DL1VED_TINYGS-GS2_DL4INA-DC3YC_TinyGS-HG1DFL-ES8TJM_GS-MW6EEI_TBEAM-PLIW-IU3POA_2-HOTTI_GS-ON7XX-DE5RBVgs_4-Pegasus-GM4EAU_433_b-DG2SAX-M0NRD-DM7RM-Hemingford_01-ON5CMB_433-ZeuthenTinyGS-DJ2DS-DF1XC_TinyGS-Brysac_GS02-Black_GS1-mac2_GS2-HA1GBR-DL5BK-ON7NR-JD6RO-HA7BN_Vac-IK1ICF-G7RIK_433-m1evn_tgs-Paulbel-ON5BI-GM4IUS_433-GM8LKL_433a-G3YJZ-GS_Immenreuth-OctoateTinyGS-13TH769_433-DE_72116_433-SP3MCY-DJ6OI_430MHZ-IW2CLJ_Custom_433MHz-AtiStation-EdinburghSystems_433-F8CND_TBeam_430M_1-DL2LUX-wrkpTinyGS-SNFinspired2023-ON1RC_SAT-NSO_Kloda-GS_EB2FIZ-SM0SML_433_II-SM5YZB_dev-TinyGS_OE3RQF_433MHz-R2SCN_GS-SQ3MQD-DG4SN-
158,37,401.7,11,125,8,FossaSat-2E12,DL8HBC_1-Boda-DL2TW-GS_Immenreuth-DL2LUX-Rockenhausen_DK5WT-JD6RO-DD8PL-DJ6OI_430MHZ-ON5CMB_433-ZeuthenTinyGS-GM4EAU_433_b-SM5RBJ_400MHZ-Tracker_Networks_433-GM8lkl_433f-DG1EAD-PI6SHB-DE5RBVgs_4-G7RIK_433-SA3ARQ-SM5RBJ_4-HA1GBR-OK1FWG-DreamCatcher401b-wrkpTinyGS-Ebski_TinyGS-SP2JP_12-OH8HUB_1-DK2DB_2-DJ2DS-OH6MQM-DF5TT-YL3CT_Imants-Vyizis-HatellGS-F8CND_TBeam_430M_1-SM5YZB_dev-
158,28,401.7,11,125,8,FossaSat-2E12,Boda-DJ6OI_430MHZ-DK2DB_2-JD6RO-Rockenhausen_DK5WT-DL2TW-Opendata4all-Vyizis-m1evn_tgs-Jimmys_GS2-Tracker_Networks_433-GM4EAU_433_b-ON5CMB_433-DJ2DS-PI6SHB-DF5TT-ES8TJM_GS-G7RIK_433-OH8HUB_1-13TH769_433-Helgeland_01-HA1GBR-DL8HBC_1-SP3MCY-DL2LUX-OH6MQM-SNFinspired2023-SM5RBJ_400MHZ-
158,9,401.7,11,125,8,FossaSat-2E12,Tracker_Networks_433-GS2_DL4INA-SM0SML_433_II-R2FAL_GS-Helgeland_01-PE2BZnr1-SM5YZB_dev-OH8HUB_1-OH6MQM-
158,11,401.7,11,125,8,FossaSat-2E12,TingGS_dsplice1-AK7A-Pacifica_KN6UJV_02-TGS_KJ6ZGI-RTJ14H-NJ6E_70cm-AB9XC-K7AGE-KG0D_3-KG0D2_Eggbeater-KG0D-
158,8,401.7,11,125,8,FossaSat-2E12,Kingston_WA_433-RTFD090H-APD_TinyGS_1-AB9XC-NJ6E_70cm-VE7WRS_433-MDK_NVR2-KG0D2_Eggbeater-
158,8,401.7,11,125,8,FossaSat-2E12,OH8HUB_1-SPORADIC_RA3WRK-Helgeland_01-DJ2DS-ES8TJM_GS-OH6MQM-HatellGS-SM5RBJ_4-
158,31,401.7,11,125,8,FossaSat-2E12,R2SCN_GS-onl6739-Boda-OK1FWG-GS_Immenreuth-DJ6OI_430MHZ-DreamCatcher401b-Slovak_GS1-HA7EO-TinyGS_OE3RQF_433MHz-DreamCatcher433-SPORADIC_RA3WRK-HB9HVG_GS-ES8TJM_GS-DreamCatcher401-HatellGS-AtiStation-13TH769_433-SP6KZ-DM7RM-DL2LUX-IV3IHD_E32-F8CND_TBeam_430M_1-HA1GBR-DJ2DS-DK2DB_2-OH6MQM-SPORADIC_RC3W-YT1XN-SNFinspired2023-DO6GZ_GroundStation_433-
158,6,401.7,11,125,8,FossaSat-2E12,TinyGS_OE3RQF_433MHz-R2ALA-ES8TJM_GS-Slovak_GS1-R2SCN_GS-SPORADIC_RC3W-
158,5,401.7,11,125,8,FossaSat-2E12,WB5SVE_433-SSF_TinyGS_01-Pacifica_KN6UJV_02-SSF_KN6UBQ_03-K0VVV_731-
158,10,401.7,11,125,8,FossaSat-2E12,KK6NOWPD-W6LHI_433Mhz_2-SSF_KN6UBQ_03-WB5SVE_433-SSF_TinyGS_01-SSF_TinyGS_02-W6LHI_433Mhz-K0VVV_731-SSF_KN6UBQ_04-AB9XC-
158,8,401.7,11,125,8,FossaSat-2E12,K0VVV_731-Kingston_WA_433-WB5SVE_433-NJ6E_70cm-TingGS_dsplice1-SSF_TinyGS_01-AB9XC-K0VVV-
158,4,401.7,11,125,8,FossaSat-2E12,TingGS_dsplice1-AB9XC-KG0D-KG0D2_Eggbeater-
158,19,401.7,11,125,8,FossaSat-2E12,ve3gtc_TinyGS-N3TWI_433-VE3TTU_4-VA2ZAC-NWO_GS1-KG4EUF_433_T_1-LL_433-KA8YES-WesternLoudounGS-USAL_433-RHOD1_TinyGS433-Ghost402_433-AT90TinyGS0-VE2KBS-TinyGSGuy_433-NWFL_TinyGS2-CWVTinyGS2-KB4YTM-WD9HGO_433-
158,25,401.7,11,125,8,FossaSat-2E12,ve3gtc_TinyGS-N3TWI_433-KC3JUG-N8RJH_GS-JAB_433-W9TTY2-AT90TinyGS0-RLTinyGS-N3CX_TinyGS-Ghost402_433-N2ACQ_1-N1GMJ-K0IDT_433-Sierra18-W6IR-W9RDA-VE2KBS-TinyGS_DECLECTIX_002-GGMkeTinyGS2-VE3TTU_4-N3KFL-KB4YTM-NWO_GS1-T_CYHM16-KA8YES-
158,1,401.7,11,125,8,FossaSat-2E12,BX6AP-
158,2,401.7,11,125,8,FossaSat-2E12,Wombat-JL_ESL_01-
158,10,401.7,11,125,8,FossaSat-2E12,PP5AMP-PU3XGS-LU5HE_Q-LVS_433-PU3XGS_NH_RS_BR-IndoorTech_Station-Ros-LW2DTZ-PP5FMM-LU9EHU_GS-
158,2,401.7,11,125,8,FossaSat-2E12,Wak_Mid-9M2YOT_GroundStation-
158,7,401.7,11,125,8,FossaSat-2E12,KF1D_433_1-VA2ZAC-NWO_GS1-ve3gtc_TinyGS-AT90TinyGS0-VE2KBS-greenmtn-
158,27,401.7,11,125,8,FossaSat-2E12,w2grk-KA8YES-GGMkeTinyGS-ve3gtc_TinyGS-N3TWI_433-KI2D-T_CYHM16-N2ACQ_1-KG4EUF_433_T_1-KA9WAP-WesternLoudounGS-Wheezs-N3KFL-USAL_433-W9ETC_GS1-KB4YTM-TinyGS_DECLECTIX_002-GGMkeTinyGS2-NWO_GS1-AT90TinyGS0-N1GMJ-K0IDT_433-KC0EFC_433MHz-K0VVV_731-Sierra18-KF1D_433_1-greenmtn-
158,26,401.7,11,125,8,FossaSat-2E12,ve3gtc_TinyGS-VE3TTU_4-N1ZKO_433_2-LowellMa-N3TWI_433-N1IHL-WeareGS-WA4EFH-VE2KBS-w2grk-N1ZKO_433-T_CYHM16-W9TTY-NWO_GS1-VA2EC-KA8YES-AT90TinyGS0-MejakTinyGS433-KI2D-VA2ZAC-Ghost402_433-N1GMJ-TinyGS_DECLECTIX_002-KG4EUF_433_T_1-N3CX_TinyGS-KF1D_433_1-
158,5,401.7,11,125,8,FossaSat-2E12,TinyGSGuy_433-xaymacan_tinygs_433-AT90TinyGS0-W9ETC_GS1-usa_401-
158,2,401.7,11,125,8,FossaSat-2E12,LU5HE_Q-Hallelujah-
158,3,401.7,11,125,8,FossaSat-2E12,LW2DTZ-PP5FMM-Hallelujah-
158,5,401.7,11,125,8,FossaSat-2E12,LW2DTZ-LU9EHU_GS-LU5HE_Q-LVS_433-PP5FMM-
158,1,401.7,11,125,8,FossaSat-2E12,OzQube_TinyGS_433-
158,1,401.7,11,125,8,FossaSat-2E12,7J1AJH-
158,2,401.7,11,125,8,FossaSat-2E12,JL_ESL_01-MacChat433-
158,2,401.7,11,125,8,FossaSat-2E12,AlbertJenks-JL_ESL_01-
158,4,401.7,11,125,8,FossaSat-2E12,AlbertJenks-Wombat-VK1BF-JL_ESL_01-
158,6,401.7,11,125,8,FossaSat-2E12,AlbertJenks-NewportTinyGS-Gladesville_AU_Tiny_GS_2-Yarrabee-JL_ESL_01-GosfordHill_1-
158,17,401.7,11,125,8,FossaSat-2E12,G8SVU_TINYGS-G6LDL_433-G5BBL_LoRa-m1evn_tgs-MTGS228-G0PYB-Pembs01-ON7XX-G0IKV_433Mhz-MTGS220-GM8LKL_433b-G4RHZ_3-EI5IN-Avaeya_Villa-G8JFX-DJ2DS-DO6GZ_GroundStation_433-
