Transmit Power,Stations Receiving,Frequency,Spreading Factor,Bandwidth,Coding Rate,Satellite,Station List
158,41,401.7,11,125,8,FossaSat-2E12,SP7THR_TinyGS-PD7HW_01-PE2BZnr1-DD8PL-Brysac_GS02-Boda-Brysac_GS01-DL2TW-DL2JFL-Jimmys_GS2-Rockenhausen_DK5WT-ZeuthenTinyGS-makemake-DJ2DS-DL2LUX-DJ6OI_430MHZ-IW2CLJ_Custom_433MHz-onl6739-GS_Immenreuth-SM5RBJ_4-ON5BI-WISeKey-SA3ARQ-NSO_Kloda-HOTTI_GS-HA7BN_Vac-DreamCatcher401b-HatellGS-AtiStation-SP7THR-ES8TJM_GS-205SP_GS-SM5RBJ_7-YL3CT_Imants-SP3MCY-SNFinspired2023-SQ3MQD-oh3eit-OH6MQM-R2SCN_GS-Opendata4all-
158,43,401.7,11,125,8,FossaSat-2E12,SP7THR-DJ6OI_430MHZ-OK1CT-ON5CMB_433-DM8MH-Boda-OK1FWG-PD7HW_01-mmad-SP2JP_12-DO6GZ_GroundStation_433-DreamCatcher401-Ebski_TinyGS-DreamCatcher433-HOTTI_GS-SM5RBJ_4-SM5RBJ_400MHZ-DreamCatcher401b-Jimmys_GS2-DL8HBC_1-NSO_Kloda-Rockenhausen_DK5WT-HatellGS-DG2SAX-IW2CLJ_TTGO_430MHz-DL2TW-WolfStation-TinyGS_OE3RQF_433MHz-205SP_GS-ES8TJM_GS-F8CND_TBeam_430M_1-DE_72116_433-IV3IHD_E32-OE6EUR13-SQ3MQD-DJ2DS-SP7THR_TinyGS-Opendata4all-SNFinspired2023-SM5YZB_dev-Slovak_GS1-R2SCN_GS-13TH769_433-
158,34,401.7,11,125,8,FossaSat-2E12,GS_Immenreuth-DJ6OI_430MHZ-DF5TT-OE6EUR13-HOTTI_GS-NSO_Kloda-TinyGS_OE3RQF_433MHz-HA7BN_Vac-R2FAL_GS-HB9HEY-DJ2DS-SM5RBJ_4-SV2BXU433-ARIS-IOJAABRO-Ebski_TinyGS-DL2TW-TA1SLA-SM5RBJ_7-HB9HVG_GS-IV3IHD_E32-TA2DOZ_MURAT-Slovak_GS1-TA2APL-SV2HWM-LZ_TX_SAT_REC-Agios_Nikon-ES8TJM_GS-Jimmys_GS2-SPORADIC_RC3W-R2SCN_GS-RA3TOX_ttgo-SP7THR_TinyGS-UT4UEI-
158,28,401.7,11,125,8,FossaSat-2E12,NSO_Kloda-DJ6OI_430MHZ-GS_Immenreuth-PD7HW_01-AVelkov_GS-SP7THR-Ebski_TinyGS-HA1GBR-ARIS-TA1SLA-IV3IHD_E32-SIYM01-ES8TJM_GS-AtiStation-SV2HWM-Agios_Nikon-Slovak_GS1-TA2APL-TinyGS_OE3RQF_433MHz-OH6MQM-LZ_TX_SAT_REC-SP7THR_TinyGS-R2SCN_GS-SM5RBJ_4-DE_72116_433-TA2DOZ_MURAT-RA3TOX_ttgo-SPORADIC_RC3W-
158,21,401.7,11,125,8,FossaSat-2E12,TinyGS_OE3RQF_433MHz-ARIS-Slovak_GS1-TA1SLA-TA2SKY-HA1GBR-IOJAABRO-ES8TJM_GS-SP7THR-IV3IHD_E32-AVelkov_GS-GS_Immenreuth-TA2DOZ_MURAT-Agios_Nikon-NSO_Kloda-R2FAL_GS-LZ_TX_SAT_REC-R2SCN_GS-TA2APL-SV2HWM-SPORADIC_RC3W-
158,32,401.7,11,125,8,FossaSat-2E12,TA2SKY-OK1FWG-GS2_DL4INA-GS_Immenreuth-Opendata4all-Slovak_GS1-Jimmys_GS2-DJ2AG_433_GS1-TA1SLA-NSO_Kloda-OE6EUR13-ARIS-IZ7BOJ-TinyGS_OE3RQF_433MHz-SP7THR-AVelkov_GS-YT1XN-SP7THR_TinyGS-OE6ISP_3-TA2VG-HB9HEY-IV3IHD_E32-tbeam433-TA2APL-DE_72116_433-DO6GZ_GroundStation_433-Agios_Nikon-TA2BJN-TB2HSI-SV2HWM-LZ_TX_SAT_REC-SPORADIC_RC3W-
158,13,401.7,11,125,8,FossaSat-2E12,N0MEN-AK7A-RTFD090H-WB5SVE_433-RTJ14H-SSF_TinyGS_01-NJ6E_70cm-AB9XC-KG0D_3-KG0D2_Eggbeater-TingGS_dsplice1-KG0D-Kingston_WA_433-
158,16,401.7,11,125,8,FossaSat-2E12,TingGS_dsplice1-RTJ14H-AK7A-Hillsboro_Oregon_Airport-TGS_KJ6ZGI-RTFD090H-NJ6E_70cm-VTwoHSJ-MDK_NVR2-AB9XC-N0MEN-Tacoma433alt-Kingston_WA_433-KG0D_3-KG0D-KG0D2_Eggbeater-
158,3,401.7,11,125,8,FossaSat-2E12,TingGS_dsplice1-KG0D2_Eggbeater-VE6MHM-
158,11,401.7,11,125,8,FossaSat-2E12,Spork433-GGMkeTinyGS-W9TTY-KC0EFC_433MHz_02-KC0EFC_433MHz-WB5SVE_433-W5AUG_GS433-TinyGSGuy_433-KD5WEK-KB5ZUR-K0VVV_731-
158,2,401.7,11,125,8,FossaSat-2E12,ES8TJM_GS-RA3TOX_mobile-
158,9,401.7,11,125,8,FossaSat-2E12,xaymacan_tinygs_433-N3TWI_433-ve3gtc_TinyGS-WA4EFH-TinyGSGuy_433-W9ETC_GS1-XE1ZKC-KF1D_433_1-WesternLoudounGS-
158,18,401.7,11,125,8,FossaSat-2E12,TinyGSGuy_433-VE2LPW-N1GMJ-VA2ZAC-w2grk-VE2KBS-ve3gtc_TinyGS-N3CX_TinyGS-NWO_GS1-WesternLoudounGS-Wigm2022-VA2EC-KF1D_433_1-KI2D-KC3JUG-NoMoney_TinyGS-NU3E_433_2-KG4EUF_433_T_1-
158,19,401.7,11,125,8,FossaSat-2E12,N1GMJ-N1IHL-VE2LPW-VE2KBS-LowellMa-N3TWI_433-VE3TTU_4-N2ACQ_1-AtticusTinyGS-Sierra18-Ghost402_433-LowellMaTest-N3KFL-VA2ZAC-AT90TinyGS0-NWO_GS1-ve3gtc_TinyGS-greenmtn-NU3E_433_2-
158,6,401.7,11,125,8,FossaSat-2E12,NHQ_SAT-Wak_Mid-RMPMLG-YC1SCC-YD2CLX-YB2SAT-
158,1,401.7,11,125,8,FossaSat-2E12,OzQube_TinyGS_433-
158,2,401.7,11,125,8,FossaSat-2E12,Hallelujah-LU5HE_Q-
158,2,401.7,11,125,8,FossaSat-2E12,LU5HE_Q-Hallelujah-
158,34,401.7,11,125,8,FossaSat-2E12,GGMkeTinyGS2-ve3gtc_TinyGS-VE2KBS-WesternLoudounGS-RHOD1_TinyGS433-KI2D-W9TTY-KA8YES-WD9HGO_433-KA9WAP-KC0EFC_433MHz_02-k6aws_tg_1-Ghost402_433-Wheezs-W9ETC_GS1-MejakTinyGS433-KB5SQG-WA4EFH-NWO_GS1-Sierra18-USAL_433-LL_433-Sapper-KB4YTM-N2ACQ_1-TinyGS_WQ5O-W5AWA_433_02-GGMkeTinyGS-TinyGSGuy_433-WB5SVE_433-AT90TinyGS0-KF1D_433_1-WJ8P_PL-W9RDA-
158,14,401.7,11,125,8,FossaSat-2E12,k5qxj_1-N2ACQ_1-W9ETC_GS1-KC0EFC_433MHz-KG4EUF_433_T_1-KA8YES-N4VSD-TinyGSGuy_433-KD5WEK-xaymacan_tinygs_433-WesternLoudounGS-WD9HGO_433-k6aws_tg_1-WJ8P_GP-
158,3,401.7,11,125,8,FossaSat-2E12,Hallelujah-LU5HE_Q-LU9EHU_GS-
158,6,401.7,11,125,8,FossaSat-2E12,ve3gtc_TinyGS-N1GMJ-VE2KBS-LowellMaTest-VA2EC-TinyGS_DECLECTIX_002-
158,10,401.7,11,125,8,FossaSat-2E12,AT90TinyGS0-KB1PVH-LowellMa-N3TWI_433-KG4EUF_433_T_1-ve3gtc_TinyGS-W9ETC_GS1-VA2EC-VA2ZAC-N2ACQ_1-
158,7,401.7,11,125,8,FossaSat-2E12,IndoorTech_Station-PP5AMP-Fabinho_Tiny_GS-SIMEPAR2-LU9EHU_GS-PU1XMG_TinyGS-LVS_433-
158,1,401.7,11,125,8,FossaSat-2E12,7J1AJH-
158,1,401.7,11,125,8,FossaSat-2E12,MoDCS_Research_Group-
158,7,401.7,11,125,8,FossaSat-2E12,Vk2pet_E4-MacChat433-GosfordHill_1-Gladesville_AU_Tiny_GS_2-Yarrabee-YowieTech_Sydney-JL_ESL_01-
158,2,401.7,11,125,8,FossaSat-2E12,DJ2DS-Vyizis-
158,15,401.7,11,125,8,FossaSat-2E12,GM1MSS-PLIW-DJ6OI_430MHZ-G0PYB-GS_Immenreuth-G0TFDGS-G8SVU_TINYGS-Not_Goonhilly-Avaeya_Villa-emfcamp_curiouselectric-EI5IN-G6LDL_433-ON5CMB_433-GM4IUS_433-ON4API-
158,3,401.7,11,125,8,FossaSat-2E12,DJ2DS-DJ6OI_430MHZ-ON5CMB_433-
158,5,401.7,11,125,8,FossaSat-2E12,ALKBBS4-Rakino-Wombat-TransRights_GS-VK2PY_2-
158,3,401.7,11,125,8,FossaSat-2E12,AlbertJenks-SansonFreeWiFi-Rakino-
158,25,401.7,11,125,8,FossaSat-2E12,Burguillos_GS2-LX2MT_1-IZ1DSJ-EA4AXH-TXC_CS7AWJ-G8JFX-EA5CYA-JuanTest-EA4GKJ-GroundStation_RIOJA-Kalvin_Leon-the_hara-DH6SC_11-SPMPT-EB2AOW_BIO-Burguillos_GS1-JulseyGS-DK2DB_2-EB2GKK_433_TinyGS-F4GMT_TinyGS-3StepLex-EA4BMO_GS1-Barrili2-F62766-Anouargs-
158,19,401.7,11,125,8,FossaSat-2E12,EA5CYA-DG2SAX-DL2SHK_Nesselwang_02-GS_Immenreuth-DJ2DS-IZ1DSJ-SPMPT-DK2DB_2-TXC_CS7AWJ-EB2GKK_433_TinyGS-EB5ABT-Burguillos_GS1-Tomar-G8JFX-EA4AXH-ON5CMB_433-3StepLex-Burguillos_GS2-F62766-
158,41,401.7,11,125,8,FossaSat-2E12,DJ6OI_430MHZ-M0WVE_433b_moxon-HB9BB-IZ1DSJ-IK1WHN-DG1GMY-nl13974-M0GLU-LX2MT_1-EA4CP-onl6739-ON4API-EA4AXH-SPMPT-TMN_GI-G8JFX-EA5CYA-EB5ABT-GURB_Ground_Station-EB2AOW_BIO-TXC_CS7AWJ-Kalvin_Leon-SP7THR-EB5JEL_TTGO_433-IV3IHD_E32-IES_Trinidad_Arroyo-Tomar-EA1JK-DC1NSK-DJ2DS-Burguillos_GS2-wrkpTinyGS-F8CND_TBeam_430M_1-AtiStation-EA5IHI-Agios_Nikon-DE_72116_433-3StepLex-IW2LSI_TTG0433e-X10Tracker-Burguillos_GS1-
158,115,401.7,11,125,8,FossaSat-2E12,DO6TA_GS_HT-PE2BZnr2-PE2BZnr1-DC3YC_TinyGS-DC1NSK-CGNBA1-JD6RO-MVL01-DG1EAD-M0DGZ_Shams-DJ6OI_430MHZ-G0PYB-M0WVE_433a_dipole-DL1VED_TINYGS-PD5WB-MANC2-G5BBL_LoRa-M0GLU_433_ant_test-makemake-Wilton433a-onl6739-the_hara-nl13974-SlugGS-G8JFX-f0dvi-m0wuk2-Wilton433-F5VMH-DL2TW-wrkpTinyGS-IZ1DSJ-PD7HW_01-Vyizis-RadioKootwijk-Pooh_433-DO6GZ_GroundStation_433-Hemingford_01-ON7NR-TQM_433-G0FEA-Not_Goonhilly-ArnouvilleF78790-DJ2DS-PI6SHB-EA4AXH-G3YJZ-DL8ZLG-ON5BI-ON4API-HB9BLA-PD1CV-DJ2AG_433_GS1-Avaeya_Villa-GM8LKL_433a-LX2MT_1-PA3DJR-SM5YZB_dev-GM4IUS_433-M0GLU-G7RIK_433-G1VPP_433MHz-ON5CMB_433-OctoateTinyGS-Paulbel-M0NRD-F8CND_TBeam_430M_1-ZeuthenTinyGS-MTGS220-IU3POA_2-G0TFDGS-GS_Immenreuth-G8TNU-EA5CYA-PLIW-SQ3MQD-F21467-Opendata4all-DL2GKH_TinyGS-M0WVE_433b_moxon-LX2MT-MTGS226-JulseyGS-TXC_CS7AWJ-DH0RN_de_jena-EB2FIZ-MTGS224-IW2CLJ_TTGO_430MHz-DL8HBC_1-ON7XX-DG4SN-GS_EB2FIZ-GM1MSS-GURB_Ground_Station-DG1GMY-GroundStation_RIOJA-EB5ABT-F5RMQ-G8SVU_TINYGS-rPrimTech_TinyGS_1-IV3IHD_E32-DE_72116_433-TinyGS_WGC-IW3IPS-Tomar-ES8TJM_GS-DO5MO-SP7THR-Barrili2-ON1RC_SAT-JuanTest-Burguillos_GS2-X10Tracker-MTGS232-F62766-
158,104,401.7,11,125,8,FossaSat-2E12,M0NRD-PE2BZnr2-PE2BZnr1-Mikrowelle_TinyGS-Brysac_GS02-OK1FWG-M0WVE_433a_dipole-DL2TW-DL1VED_TINYGS-DO6TA_GS_HT-Rockenhausen_DK5WT-ON5CMB_433-DG1GMY-G0TFDGS-M1FDS-F5VMH-DB7FS_3-JD6RO-G0PYB-CGNBA1-PLIW-DK2DB_2-DC3YC_TinyGS-DG2SAX-MTGS226-PD5WB-MET0W1-F6OBT-IW3HBX_1-MANC2-DD4RD-SlugGS-GSSW-DC3YC_433_1_Lindi-DG1EAD-DJ6OI_430MHZ-Pegasus-OK1CT-OE6EUR13-farki_1-TinyGS_WGC-IK1ICF-DO5MO-HA1GBR-wrkpTinyGS-SA6BXE_1-Paulbel-TinyGsKidderminster-GS_Immenreuth-m0wuk2-DL8SEL-ON7NR-G7RIK_433-ES8TJM_GS-Not_Goonhilly-HatellGS-Hemingford_01-Black_GS1-MW6EEI_TBEAM-F8CND_TBeam_430M_1-GM4IUS_433-G6LDL_433-RadioKootwijk-G3YJZ-ON4API-DM7RM-SA6TAO-DH6SC_11-emfcamp_curiouselectric-M0GLU_433_ant_test-Avaeya_Villa-TGS_F4ECA-AtiStation-IU3POA_2-13TH769_433-WISeKey-OE6ISP_3-Opendata4all-mmad-IZ1HMT-GM7GAX-MVL01-DSM-franksemi_433mhz-Pooh_433-svaTinyGS-PI6SHB-SP7THR_TinyGS-IW2CLJ_TTGO_430MHz-DL8HBC_1-TGS_Egmond-WaldperlachFabi-GM1MSS-M0DGZ_Shams-OH6MQM-DJ2DS-HB9HEY-G8JFX-SM5YZB_dev-R2SCN_GS-ON1RC_SAT-GS_EB2FIZ-DF2JP-DF5TT-
158,14,401.7,11,125,8,FossaSat-2E12,OH8HUB_1-PE2BZnr1-DJ6OI_430MHZ-Jimmys_GS2-G0TFDGS-TGS_Egmond-GM1MSS-DL2LUX-ON5CMB_433-DK2DB_2-NSO_Kloda-DJ2DS-GM8LKL_433a-AtiStation-
158,17,401.7,11,125,8,FossaSat-2E12,Iapetos433-GS_Immenreuth-SV2HWM-Slovak_GS1-Ebski_TinyGS-F8CND_TBeam_430M_1-YT1XN-AtiStation-Iapetos-ES8TJM_GS-SP7THR-TB2HSI-TA2EE_1-TA2BJN-TA2VG-Agios_Nikon-LZ_TX_SAT_REC-
158,37,401.7,11,125,8,FossaSat-2E12,R2SCN_GS-HG1DFL-DreamCatcher433-DreamCatcher401-DJ2AG_433_GS1-Rockenhausen_DK5WT-TA1SLA-ARIS-AVelkov_GS-SP7THR_TinyGS-NSO_Kloda-ON5CMB_433-TinyGS_OE3RQF_433MHz-HB9HEY-LZ_TX_SAT_REC-SPORADIC_RA3WRK-Slovak_GS1-DL2LUX-ZeuthenTinyGS-R2FAL_GS-HA1GBR-DG4SN-SPORADIC_RC3W-DE_72116_433-DL2TW-Ebski_TinyGS-SP3MCY-HA1ADM-AtiStation-farki_1-13TH769_433-SP7THR-HA7BN_Vac-F8CND_TBeam_430M_1-G7RIK_433-DK2DB_2-IV3IHD_E32-
158,8,401.7,11,125,8,FossaSat-2E12,HA1GBR-NSO_Kloda-SP7THR-TinyGS_OE3RQF_433MHz-ES8TJM_GS-SP3MCY-DJ2DS-TeacDance_GS-
158,10,401.7,11,125,8,FossaSat-2E12,ES8TJM_GS-Jimmys_GS2-SM5RBJ_4-HatellGS-DJ2DS-SPORADIC_RA3WRK-Rockenhausen_DK5WT-OH6MQM-YL3CT_Imants-NSO_Kloda-
158,24,401.7,11,125,8,FossaSat-2E12,SM5RBJ_4-makemake-DL2LUX-GS_Immenreuth-ON5CMB_433-Rockenhausen_DK5WT-Helgeland_01-ZeuthenTinyGS-Jimmys_GS2-HatellGS-SA3ARQ-DL8HBC_1-ES8TJM_GS-DJ2DS-PI6SHB-SA6TAO-F8CND_TBeam_430M_1-OH8HUB_1-Tracker_Networks_433-AtiStation-SNFinspired2023-OH6MQM-YL3CT_Imants-SP3MCY-
158,34,401.7,11,125,8,FossaSat-2E12,DreamCatcher401-OK1CT-DM7RM-DreamCatcher433-Rockenhausen_DK5WT-onl6739-HB9HVG_GS-DE_72116_433-HOTTI_GS-DL2TW-DK2DB_2-DL2LUX-SPORADIC_RA3WRK-Ebski_TinyGS-DJ6OI_430MHZ-HatellGS-HA1ADM-SP7THR_TinyGS-AVelkov_GS-SP7THR-HA1GBR-TinyGS_OE3RQF_433MHz-PI6SHB-AtiStation-Opendata4all-YL3CT_Imants-FTG443-IV3IHD_E32-LZ_TX_SAT_REC-OH6MQM-DJ2DS-ES8TJM_GS-SP3MCY-UT4UEI-
158,28,401.7,11,125,8,FossaSat-2E12,R2FAL_GS-PE2BZnr1-PD7HW_01-DreamCatcher401-DL2LUX-DreamCatcher433-mmad-Slovak_GS1-Opendata4all-HA1ADM-ON5CMB_433-onl6739-Jimmys_GS2-DJ2AG_433_GS1-SP7THR-HB9HEY-SPORADIC_RA3WRK-NSO_Kloda-Ebski_TinyGS-GS2_DL4INA-AtiStation-IV3IHD_E32-TinyGS_OE3RQF_433MHz-SP7THR_TinyGS-LZ_TX_SAT_REC-R2SCN_GS-SPORADIC_RC3W-EW7SA-
158,19,401.7,11,125,8,FossaSat-2E12,Slovak_GS1-NSO_Kloda-HB9HEY-OK1FWG-R2FAL_GS-SP7THR_TinyGS-TB2HSI-GS2_DL4INA-R2ALA-TA2VG-DE_72116_433-UT5UUV-TinyGS_OE3RQF_433MHz-DJ2DS-SPORADIC_RC3W-IV3IHD_E32-R2SCN_GS-SP7THR-TA2APL-
158,34,401.7,11,125,8,FossaSat-2E12,GS_Immenreuth-OK1FWG-Slovak_GS1-DJ6OI_430MHZ-TinyGS_OE3RQF_433MHz-DL5BK-HA7BN_Vac-IK4JPO-IW2CLJ_Custom_433MHz-AVelkov_GS-DK2DB_2-UT5UUV-Opendata4all-SV2BXU433-F1TKE-TA1SLA-DF1XC_TinyGS-TA2SKY-ARIS-SPORADIC_RA3WRK-Iapetos433-ES8TJM_GS-TB2HSI-IV3IHD_E32-TA2BJN-AtiStation-TA2DOZ_MURAT-TA2APL-LZ_TX_SAT_REC-YT1XN-R2SCN_GS-SPORADIC_RC3W-SP7THR-DO6GZ_GroundStation_433-
158,16,401.7,11,125,8,FossaSat-2E12,TA2APL-AVelkov_GS-HA7EO-ARIS-SP7THR-Ebski_TinyGS-Iapetos-TA2SKY-SV2HWM-TA1BRK-TA2VG-HA7BN_Vac-4Z7GAI_GuySoft-SV2BXU433-SPORADIC_RA3WRK-LZ_TX_SAT_REC-
158,5,401.7,11,125,8,FossaSat-2E12,TGS_KJ6ZGI-WB5SVE_433-N0URB_1-iSimple_Denver-wc2s2-
158,9,401.7,11,125,8,FossaSat-2E12,SSF_TinyGS_01-WB5SVE_433-Pacifica_KN6UJV_02-TGS_KJ6ZGI-KK6NOWPD-iSimple_Denver-KG0D-AB9XC-SSF_KN6UBQ_04-
158,13,401.7,11,125,8,FossaSat-2E12,TingGS_dsplice1-RTFD090H-RTJ14H-TGS_KJ6ZGI-SSF_TinyGS_01-NJ6E_70cm-N0MEN-N0URB_1-AB9XC-K0VVV_731-K7AGE-KG0D2_Eggbeater-Kingston_WA_433-
158,12,401.7,11,125,8,FossaSat-2E12,KG0D2_Eggbeater-MDK_NVR2-RTFD090H-RTJ14H-VTwoHSJ-N0URB_1-VE7WRS_433-AB9XC-TingGS_dsplice1-KG0D-KG0D_3-Kingston_WA_433-
158,2,401.7,11,125,8,FossaSat-2E12,SPORADIC_RC3W-R2SCN_GS-
158,22,401.7,11,125,8,FossaSat-2E12,GGMkeTinyGS-GGMkeTinyGS2-TinyGSGuy_433-W6IR-Wheezs-ve3gtc_TinyGS-USAL_433-KC0EFC_433MHz-W9ETC_GS1-WA4EFH-W9TTY2-N4VSD-RHOD1_TinyGS433-Sapper-KB4YTM-KD5WEK-WB5SVE_433-k5qxj_1-Spork433-TinyGS_WQ5O-N8RJH_GS-KA9WAP-
158,1,401.7,11,125,8,FossaSat-2E12,xaymacan_tinygs_433-
158,21,401.7,11,125,8,FossaSat-2E12,VA2ZAC-w2grk-LowellMa-KB1PVH-LowellMaTest-N1ZKO_433-WeareGS-VE2KBS-VA2EC-N1GMJ-ve3gtc_TinyGS-WesternLoudounGS-N2ACQ_1-W9ETC_GS1-N1IHL-KG4EUF_433_T_1-KA8YES-GroundStationSouta-KF1D_433_1-AT90TinyGS0-NU3E_433_2-
158,4,401.7,11,125,8,FossaSat-2E12,ve3gtc_TinyGS-VA2ZAC-VE2KBS-N1GMJ-
158,32,401.7,11,125,8,FossaSat-2E12,WesternLoudounGS-JAB_433-N4VSD-KC0EFC_433MHz_02-N3TWI_433-W6IR-WD9HGO_433-USAL_433-W9TTY2-N2ACQ_1-MejakTinyGS433-NWO_GS1-W9RDA-KB4YTM-KG4EUF_433_T_1-Wheezs-ve3gtc_TinyGS-KA8YES-AT90TinyGS0-greenmtn-TinyGS_DECLECTIX_002-RHOD1_TinyGS433-W9ETC_GS1-LL_433-WB5SVE_433-K0VVV-K0VVV_731-W9TTY-KA9WAP-W5AWA_433_02-WJ8P_GP-KC3JUG-
158,20,401.7,11,125,8,FossaSat-2E12,KA8YES-GGMkeTinyGS2-GGMkeTinyGS-W9TTY-TinyGSGuy_433-LL_433-W9RDA-W9ETC_GS1-KA9WAP-WesternLoudounGS-k6aws_tg_1-N4VSD-USAL_433-N3CX_TinyGS-KC0EFC_433MHz-WB5SVE_433-N2ACQ_1-KG4EUF_433_T_1-KB4YTM-WJ8P_GP-
158,6,401.7,11,125,8,FossaSat-2E12,k5qxj_1-W9ETC_GS1-WA4EFH-KG4EUF_433_T_1-PCFL-xaymacan_tinygs_433-
158,7,401.7,11,125,8,FossaSat-2E12,W9ETC_GS1-N3TWI_433-TinyGSGuy_433-WesternLoudounGS-k5qxj_1-USAL_433-PCFL-
158,2,401.7,11,125,8,FossaSat-2E12,Hallelujah-LU5HE_Q-
158,20,401.7,11,125,8,FossaSat-2E12,N1GMJ-KB1PVH-VE2KBS-WeareGS-LowellMa-N1ZKO_433-N3TWI_433-VA2EC-VE3TTU_4-VA2ZAC-ve3gtc_TinyGS-KC3JUG-KG4EUF_433_T_1-Ghost402_433-N3CX_TinyGS-KA8YES-AT90TinyGS0-KF1D_433_1-RLTinyGS-WesternLoudounGS-
158,7,401.7,11,125,8,FossaSat-2E12,DJ2DS-EI5IN-M0NRD-MTGS226-G5BBL_LoRa-MTGS220-DO5MO-
158,14,401.7,11,125,8,FossaSat-2E12,iHugoF_GS03-SPMPT-Burguillos_GS2-TXC_CS7AWJ-EA1JK-DJ2DS-G8JFX-EA4AXH-EA4BMO_GS1-PTNFCO-GS_EB2FIZ-3StepLex-2E0TXE-F62766-
158,12,401.7,11,125,8,FossaSat-2E12,DJ2DS-Not_Goonhilly-G5BBL_LoRa-M0WVE_433a_dipole-ON5CMB_433-ON7XX-EA4BMO_GS1-Tomar-SDR4FUN_TGS-iHugoF_GS03-TinyICT2U_Riano-GroundStation_RIOJA-
158,6,401.7,11,125,8,FossaSat-2E12,DJ2DS-G5BBL_LoRa-DG1GMY-Tomar-3StepLex-G4lile0_Moxon-
158,29,401.7,11,125,8,FossaSat-2E12,GS_EB2FIZ-M0WVE_433a_dipole-PD7HW_01-G5BBL_LoRa-m0wuk2-M0GLU_433_ant_test-M0WVE_433b_moxon-G0PYB-G0TFDGS-wrkpTinyGS-MTGS226-DD8PL-G8JFX-EI5IN-OctoateTinyGS-TQM_433-MW6EEI_TBEAM-DG1GMY-GM7GAX-HB9CRE_2-GM4EAU_433_b-PLIW-DE_72116_433-Tomar-G4lile0_Moxon-DO5MO-DJ2DS-3StepLex-Avaeya_Villa-
158,38,401.7,11,125,8,FossaSat-2E12,M0WVE_433a_dipole-PLIW-G0PYB-PD7HW_01-EI5IN-G0TFDGS-HB9CRE_2-DK0ANT-MTGS226-m0wuk2-onl6739-PI6SHB-DD8PL-Wilton433b-m1evn_tgs-Letterfrack_Weather-emfcamp_curiouselectric-Pembs01-GM8lkl_433d-wrkpTinyGS-G5BBL_LoRa-TQM_433-G7RIK_433-DJ2DS-GM4EAU_433_b-DE_72116_433-GM4IUS_433-GM8LKL_433b-GM7GAX-M0WVE_433b_moxon-G8JFX-GrangeTinyGS-Kalvin_Leon-Avaeya_Villa-Not_Goonhilly-DO5MO-MW6EEI_TBEAM-DO6GZ_GroundStation_433-
158,1,401.7,11,125,8,FossaSat-2E12,DJ2DS-
158,3,401.7,11,125,8,FossaSat-2E12,ALKBBS4-Rakino-AlbertJenks-
158,6,401.7,11,125,8,FossaSat-2E12,TransRights_GS-SansonFreeWiFi-ALKBBS5-Rakino-ZL2MST-AlbertJenks-
158,51,401.7,11,125,8,FossaSat-2E12,AtiStation-DG2SAX-DG1EAD-F6OBT-DL1VED_TINYGS-DH6SC_11-TGS_F4ECA-Opendata4all-ON5CMB_433-GS_Immenreuth-DD8PL-makemake-Rockenhausen_DK5WT-FanThomasWinti-G5BBL_LoRa-SlugGS-onl6739-DL2SHK_Nesselwang_02-DB7FS_3-Pegasus-DK0ANT-Kalvin_Leon-Paulbel-DJ2DS-HB9TPR_GS_Sat_1-DJ6OI_430MHZ-F4BBI-Avaeya_Villa-DO5MO-TXC_CS7AWJ-DK2DB_2-EA4AXH-GURB_Ground_Station-EB5JEL_TTGO_433-PLIW-Burguillos_GS1-EB2GKK_433_TinyGS-F4GMT_TinyGS-Burguillos_GS2-EA5CYA-WISeKey-F21467-DF2JP-IK1ICF-IW3IPS-DG4SN-SDR4FUN_TGS-DO6TA_GS_HT-Barrili2-X10Tracker-F62766-
158,40,401.7,11,125,8,FossaSat-2E12,AtiStation-DL2SHK_Nesselwang_02-WISeKey-DJ6OI_430MHZ-G5BBL_LoRa-IK1ICF-GURB_Ground_Station-EB5ABT-EA1JK-SPMPT-F4GMT_TinyGS-DJ2DS-F6OBT-FabLab_Mallorca-makemake-Opendata4all-Avaeya_Villa-X10Tracker-F21467-EA4BMO_GS1-SDR4FUN_TGS-EA5CYA-DK2DB_2-DG2SAX-onl6739-TXC_CS7AWJ-Rockenhausen_DK5WT-JuanTest-M0GLU_433_ant_test-GS_Immenreuth-ea3ctn_bcn-ON5CMB_433-3StepLex-Burguillos_GS2-DG4SN-F8CND_TBeam_430M_1-Barrili2-Tidop_TinyGS-EB5JEL_TTGO_433-F62766-
158,29,401.7,11,125,8,FossaSat-2E12,DJ6OI_430MHZ-Mikrowelle_TinyGS-GS_Immenreuth-F8CND_TBeam_430M_1-SPMPT-Opendata4all-F1TKE-IK1ICF-IU3POA_2-GURB_Ground_Station-FabLab_Mallorca-EA5CYA-DL2SHK_Nesselwang_02-IK1WHN-DJ2DS-Tidop_TinyGS-ES8TJM_GS-IZ7BOJ-ea3ctn_bcn-X10Tracker-Burguillos_GS1-Burguillos_GS2-SDR4FUN_TGS-JulseyGS-tbeam433-WISeKey-AtiStation-Barrili2-IW3IPS-
